1.8636,0.30837,0.68911,-1.2667,-1.453,0.62364,1.3143,0.58385,0.46769,0.90106,-0.3574,-0.44243,0.089312,0.23131,-0.24658,-0.20495,0.17031,-0.21049,-0.15308,0.47942,-0.095855,-0.077367,-0.25068,0.091853,-0.03159,0.23967,0.028316,0.32122,0.26857,0.49251,-0.44849,-0.15374,0.5966,0.075177,0.9595,-0.43781,-0.16316,0.043101,0.12648,-0.1593,-0.19699,-0.37459,-0.2559,-0.29997,0.11145,0.0065028,-0.15292,-0.10166,-0.34189,0.15747,0.54766,0.046855,-0.20205,-0.082585,-0.01943,-0.059691,0.48404,-0.28054,-0.1615,0.017932,-0.040397,-0.12292,0.20958,0.27301,0.41969,-0.096459,0.097177,0.10285,-0.23523,-0.33705,0.025471,0.19174,-0.066163,0.19511,0.0579,-0.30805,0.28789,0.00424,0.35507,-0.027671,0.32739,-0.083957,0.071544,0.082638,-0.34071,-0.28644,-0.16862,-0.46054,0.31016,-0.31347,-0.34903,-0.0798,-0.0046996,-0.16137,-0.073861,0.053149,-0.084286,-0.18223,-0.22926,0.10912,-0.05219,-0.20809,0.035266,-0.24748,-0.34664,0.16294,0.054224,0.17917,0.35805,-0.040266,0.56266,0.11445,0.15467,-0.094439,-0.071246,0.32901,0.28403,0.20786,-0.059867,0.055428,0.090877,-0.02113,-0.20265,0.068375,0.1244,0.21187,0.21619,-0.0073714,0.081706,0.13573,-0.17986,-0.22564,0.025451,0.010107,0.065879,-0.30963,0.15672,-0.083205,-0.050513,0.27503,-0.19078,-0.25641,-0.25721,-0.057022,-0.22066,0.014748,0.23586,-0.17517,0.098479,0.037912
0.5723,-0.58854,1.3724,-0.2554,-0.35877,-0.47882,-0.42037,0.25028,0.19822,0.12224,-0.68852,0.32559,-0.37205,-0.098541,-0.58322,-0.33862,-0.53805,0.067693,0.099274,0.12639,-0.71035,0.30874,0.20108,-0.058833,0.56968,0.071888,0.23186,0.19703,-0.14925,-0.052598,0.25292,0.22677,0.21426,-0.074558,-0.30561,0.56447,-0.21474,0.39549,0.072788,-0.22808,0.39438,0.41585,0.083723,0.02723,-0.063761,0.032468,0.046892,0.033582,0.17318,-0.056104,-0.48384,0.28328,0.32668,-0.16399,-0.21049,0.12388,-0.049476,0.15146,-0.17718,-0.21681,0.34553,-0.16145,-0.14259,0.2001,0.21158,-0.12061,0.19744,-0.20688,0.24453,0.060384,0.20822,-0.14127,-0.06465,0.31176,-0.0098417,0.10048,-0.12985,-0.139,0.21092,0.34689,-0.11138,-0.36625,-0.0051109,-0.022838,-0.02537,-0.2108,-0.16562,-0.2537,-0.11724,0.08489,-0.1532,-0.096992,-0.075241,-0.045872,-0.14909,-0.22762,0.01104,-0.29565,-0.14271,0.0019805,0.14059,-0.30204,-0.24057,0.25419,-0.26415,0.091539,-0.14624,-0.043724,-0.21621,-0.23296,-0.056799,-0.19601,-0.067819,0.25572,-0.027416,-0.1627,0.030486,-0.21288,-0.036595,0.15974,0.20379,-0.053241,0.058157,-0.093765,-0.064792,0.061306,0.077667,0.057856,0.039138,-0.10552,-0.0091968,0.61913,0.086623,-0.13781,0.020818,0.23081,-0.18261,0.18971,-0.034304,0.12391,0.2216,0.041341,-0.094306,0.093474,0.17408,-0.055094,-0.11116,0.010999,0.0589,-0.2321
0.94865,0.66204,0.43931,-0.95777,-0.68419,0.34578,-0.62167,-0.87319,0.55479,0.81308,-0.14729,0.19484,0.090198,0.19837,-0.034593,-0.21045,0.27259,0.54038,-0.27224,-0.17921,0.37756,0.36282,0.040891,0.038074,0.016596,0.2931,0.04801,-0.0014884,0.08313,0.030989,-0.50165,0.7712,0.35518,-0.33768,-0.60681,-0.19977,-0.11709,-0.014051,0.25308,0.17956,-0.11938,-0.017666,0.067514,-0.1562,-0.11816,0.010575,-0.35793,-0.068371,0.067064,0.30882,0.10526,-0.018524,-0.16415,-0.030805,-0.027053,-0.097256,-0.21855,0.39035,-0.51146,0.22807,-0.13782,0.081743,0.0048952,0.11192,0.041916,0.24927,0.16814,0.14016,-0.28812,-0.29348,0.30319,0.30204,0.32532,-0.27069,0.12624,0.05668,-0.18595,-0.1211,0.070555,0.12414,-0.11846,0.055996,0.066126,0.0078816,-0.049564,0.050061,0.32779,-0.28675,-0.31628,-0.25298,0.0090681,-0.47839,-0.076222,0.055644,0.056975,0.20979,-0.12275,0.055338,-0.12452,0.32097,0.14315,0.29581,0.049545,0.039396,0.3162,0.060691,0.087755,-0.10065,0.12899,0.14634,-2.3556e-05,0.18182,0.086076,0.12681,-0.028347,-0.20079,-0.074255,-0.12016,0.11648,0.028902,0.22976,0.18753,0.082708,0.20821,-0.10009,0.07083,-0.43099,-0.15297,0.076476,-0.046007,-0.079244,0.093132,0.13536,-0.15084,0.089314,0.17083,-0.067949,-0.014874,-0.011298,0.0074024,0.14258,-0.071401,-0.10342,-0.057422,-0.15204,0.075694,0.048131,0.087138,-0.20008,-0.15938
1.1014,-0.95497,0.52001,0.1659,0.0034931,0.36856,-0.8748,-0.33883,0.28958,0.048865,0.34169,-0.16461,-0.76521,-0.2111,-0.71268,0.34893,0.066351,0.43449,-0.92009,1.0755,-0.044105,-0.38519,-0.059502,0.8155,-0.057169,-0.32063,0.071175,0.27629,0.39058,0.45773,0.1521,0.67032,0.50947,-0.31963,-0.045892,-0.41522,0.40865,0.19481,0.37804,0.78041,-0.48327,-0.23898,0.0603,-0.37968,0.32049,-0.15331,0.19667,-0.27768,-0.24983,-0.35598,0.29017,0.28744,-0.059982,0.061722,-0.2479,0.35824,0.2832,0.052129,-0.50103,-0.40242,-0.19071,-0.073778,0.07572,0.37954,-0.22324,0.0179,-0.049276,0.50807,0.11201,-0.27153,0.53244,-0.17971,0.29256,-0.18311,-0.30965,-0.023779,0.35609,-0.3273,-0.04717,0.048207,-0.1785,-0.11431,0.1555,0.13412,-0.064973,0.19041,0.46691,0.3049,-0.23065,-0.047096,0.19348,0.064671,0.16468,0.15433,0.10107,-0.079089,0.07262,0.030799,0.091748,0.20339,0.10222,0.12365,-0.12206,0.0063841,-0.020158,0.4268,0.042987,0.065891,-0.040319,-0.19473,0.091732,0.064347,-0.10019,0.23635,0.22349,-0.049122,-0.10939,-0.014222,0.202,0.012515,0.013091,-0.048138,0.023181,-0.14029,0.029622,-0.059983,-0.042413,0.12349,-0.14983,-0.13465,-0.17398,0.21382,0.038096,-0.0067147,0.049046,-0.083349,-0.035087,0.062279,0.16845,0.091972,0.073997,0.033634,-0.029003,0.077421,0.048253,0.089001,0.30488,0.023021,-0.041288,-0.079571
3.6701,1.3019,-0.79199,-1.8595,0.48389,0.25779,0.58846,1.0517,-0.8228,-0.66745,0.3187,-0.067328,-0.080018,-0.1363,-0.93411,0.27399,-0.25663,-0.023089,-0.57521,0.93604,0.12464,-0.17707,0.085181,-0.27487,0.41468,-0.021201,-0.63295,0.52725,-0.72623,-0.030393,0.55541,-0.1117,0.15371,0.12721,0.087299,-0.37341,-0.25005,-0.2446,0.041005,-0.52027,-0.6027,0.47449,-0.54594,-0.70881,0.13152,-0.50354,0.23585,-0.024122,0.27922,-0.1292,-0.061666,-0.064622,0.0044798,-0.46581,0.33979,-0.14511,-0.055452,0.12916,-0.032368,0.40734,0.4404,-0.25674,-0.1675,-0.3038,0.27154,0.16447,0.16351,0.088631,-0.24444,0.026245,0.085487,0.15302,-0.37923,-0.058038,0.29061,-0.51915,0.25247,-0.018342,0.26503,0.64291,0.35576,-0.50273,0.18861,0.33293,-0.28533,0.17201,-0.069755,0.085809,0.17886,-0.13226,-0.15141,0.046126,0.071096,-0.16242,-0.063678,-0.24821,-0.23362,0.206,0.27443,-0.046737,-0.12833,0.27191,-0.11225,0.15102,-0.30002,-0.16711,-0.14499,-0.34431,0.12816,0.077595,0.26542,0.2415,0.027969,-0.245,0.10324,-0.13199,0.31335,-0.11722,-0.35269,-0.063962,0.23697,0.15136,-0.12285,0.069463,-0.074965,0.053881,0.15927,0.10461,0.092132,0.019967,-0.036757,0.13028,0.30737,0.014512,0.12098,0.098434,-0.21938,0.13716,-0.019471,-0.084126,0.1712,0.16632,-0.04021,0.32147,0.10899,0.10057,-0.21467,0.11691,-0.047332,0.23893
1.5797,0.63529,0.48875,-2.0424,-1.4258,0.52207,0.84916,0.71612,0.22567,0.63799,-0.028229,-0.88044,-0.056046,0.42752,-0.090069,-0.45207,-0.20436,-0.12585,-0.02521,-0.14952,-0.21618,-0.21795,-0.13334,-0.037514,-0.045822,-0.041034,0.47308,0.016852,0.088609,0.15401,-0.45046,-0.1005,-0.12049,0.41109,0.85935,-0.35008,-0.0001648,-0.17084,0.13478,-0.50285,-0.0033954,0.079013,-0.38784,0.25344,0.3814,0.22457,0.29714,-0.058465,-0.53434,-0.34146,0.2126,0.0057823,-0.42657,-0.11648,0.22765,-0.33687,0.27212,0.28956,-0.57724,-0.29828,0.24999,0.2397,0.17549,-0.040137,0.30737,-0.23555,-0.55624,-0.49273,0.21062,-0.22912,-0.23839,0.53527,-0.038157,-0.10953,-0.16345,0.4495,0.34256,0.21784,0.52861,-0.33505,-0.095184,-0.16459,0.018606,0.20544,-0.24174,0.15681,-0.17951,-0.65627,0.10953,-0.369,-0.19525,-0.44676,-0.26362,-0.093245,-0.21757,-0.019466,-0.25012,-0.15816,-0.23011,-0.19995,0.10786,0.30349,-0.33551,-0.28644,-0.22443,-0.12427,-0.1917,0.040002,0.3793,0.34976,0.28536,-0.15416,-0.057951,-0.48421,-0.22678,0.20687,0.078917,-0.22022,-0.27926,0.0083409,0.052947,0.28001,0.04568,0.17352,0.19664,-0.01413,0.15884,0.14965,-0.077811,0.28004,-0.22286,0.2281,-0.40249,-0.14171,-0.062036,-0.37655,0.32169,0.26065,-0.17888,-0.16091,-0.03043,-0.29039,-0.13823,-0.072722,-0.045326,0.12975,0.21752,-0.45388,-0.0031424,-0.2123
2.5177,0.98719,-0.97663,-1.4657,0.47504,-0.0011641,0.26594,0.72249,-0.20836,-0.26377,0.29413,-0.49664,0.14517,0.44638,-0.053177,-0.2173,0.65071,0.54898,0.36571,-0.49933,0.90302,-0.31331,0.26509,-0.50631,0.43618,0.58898,-0.027751,-0.3662,-0.59671,0.035796,0.37675,0.030539,-0.28142,0.062435,0.5699,-0.53312,0.34925,-0.68223,-0.27991,-0.34491,0.18676,0.44697,0.062848,-0.062007,0.45174,-0.040075,0.014017,-0.052189,0.091694,0.11078,-0.16214,0.039174,0.093344,0.17668,-0.077868,0.15592,0.077378,0.37122,0.084522,-0.14414,0.27926,-0.21916,0.029277,0.16836,-0.22006,0.19122,0.064898,0.15576,0.032413,0.26687,-0.22042,0.18752,-0.062478,0.01159,-0.39854,-0.011169,-0.41371,-0.17516,0.11586,-0.12216,0.2177,0.066084,0.028946,0.48272,-0.10559,0.27331,0.17279,0.041018,0.16882,0.12065,0.25911,0.43116,0.19824,-0.18961,-0.27043,0.061119,0.13108,0.094667,0.0040179,-0.29899,-0.27087,0.28303,-0.21865,0.21592,-0.0068543,-0.080215,-0.25097,-0.36534,-0.19938,-0.16283,-0.21099,-0.21333,-0.17987,-0.26068,0.077242,-0.26301,-0.032653,0.12425,0.039877,0.076298,-0.064926,-0.2718,0.20771,-0.20585,-0.23987,-0.11434,0.25439,0.033089,-0.018419,0.14632,0.027916,-0.15806,0.18902,-0.068274,0.037379,0.12366,0.060919,0.036828,0.052533,-0.14165,-0.15095,0.14033,-0.048238,0.0082908,0.20662,0.079219,0.12413,0.04439,0.067151,-0.10232
2.125,-1.4411,-0.21786,2.5739,1.3613,-0.44158,0.25244,1.0693,-0.34825,0.85294,0.4288,-0.1476,0.2622,-0.23255,0.40593,-0.1252,-0.051208,-0.2638,0.45497,-0.068102,-0.35234,-0.15083,0.049744,0.047259,-0.33363,0.72344,0.005874,0.38374,0.13573,0.53325,-0.022878,-0.24623,-0.086357,-0.203,0.27471,-0.094966,-0.19002,-0.066202,0.60786,-0.067277,-0.47408,-0.21048,-0.2541,-0.38496,-0.051995,-0.15861,-0.12918,-0.75115,0.49978,0.64504,-0.21041,0.079933,-0.035764,0.2132,0.33454,0.059655,0.67608,-0.46286,-0.10582,-0.26784,0.34712,-0.29181,-0.17829,0.38859,-0.087139,0.29149,0.58952,-0.027893,-0.31275,-0.080543,-0.10387,0.0093918,0.18908,-0.090424,-0.34431,0.18887,-0.14959,-0.059744,0.41528,-0.069598,-0.42553,-0.0060887,-0.0065951,-0.032728,0.3233,-0.37711,0.013089,0.054845,-0.013172,-0.28477,0.005554,-0.083672,0.024316,-0.072587,-0.0088482,-0.10114,-0.03708,-0.1279,-0.017902,-0.064699,0.20572,-0.16312,0.39891,-0.09016,-0.060168,0.10237,0.036501,0.029373,-0.23773,-0.23846,-0.12222,0.11787,0.13057,-0.20155,-0.13836,-0.063082,0.12222,-0.14377,-0.33713,-0.38137,-0.35289,-0.092831,0.33273,-0.38402,-0.32332,-0.041155,0.098108,-0.44818,-0.32748,0.06782,0.21889,-0.066458,0.12079,-0.0026501,-0.19279,-0.28398,0.060709,-0.22034,0.1084,0.14858,-0.17524,-0.030498,-0.22597,-0.01211,-0.089334,-0.031566,-0.07449,0.045654,-0.12528,0.30142
1.5904,-1.8221,-1.4007,1.5238,0.73867,-0.53079,-0.51494,-0.15,0.06046,0.817,0.2342,0.27068,-0.27289,-0.31538,-0.011353,-0.70473,-0.51397,0.77724,0.107,0.66445,0.2988,0.52602,0.22004,0.0016383,-0.068677,-0.27212,-0.21463,0.18796,0.19204,0.14365,-0.35732,-0.63194,-0.43598,0.45793,-0.60646,0.079691,-0.37807,-0.39608,-0.87701,0.017756,-0.33909,-0.00051416,-0.33834,0.47097,-0.45274,0.44937,0.15901,-0.12843,-0.064103,0.097263,0.12666,-0.19412,-0.10648,-0.019673,-0.22412,-0.23012,0.44043,-0.04535,0.50952,0.15903,-0.43212,0.037082,0.3193,-0.30914,-0.19277,-0.32531,-0.32759,0.3838,-0.37608,0.31348,0.096199,-0.027141,0.23939,-0.24183,-0.099638,0.22657,-0.14108,-0.010069,-0.40738,0.22259,0.23431,0.01628,0.19133,-0.39144,-0.30101,-0.29306,-0.2896,0.29036,-0.010425,0.069116,0.47079,0.1131,-0.037598,-0.15273,-0.40135,0.14562,-0.02018,-0.24688,0.080122,-0.035942,-0.066542,0.10921,-0.072876,0.29887,0.37193,0.052291,-0.16274,-0.31838,-0.046635,-0.24032,0.11283,-0.043088,-0.059378,0.45453,-0.17513,0.02084,-0.35268,0.02532,0.17437,-0.31244,-0.19972,-0.036375,0.062992,0.23646,-0.089985,-0.011333,0.10506,-0.049816,0.54984,0.098906,0.061316,0.0097639,-0.12212,-0.109,-0.058112,-0.15231,0.099215,0.0084705,-0.30284,0.023619,-0.1545,-0.471,-0.086323,0.13248,-0.17113,-0.17381,-0.21093,-0.2132,-0.20382,-0.074709
2.1896,1.2147,-0.92041,-1.571,0.44194,0.12141,0.38593,-0.35755,-0.33353,-0.29305,-0.038597,-0.66294,-0.45275,0.25001,-0.44108,0.69787,-0.20175,0.68493,0.044189,-0.32337,0.2694,-0.53346,-0.064448,0.031598,-0.027769,-0.31468,-0.51584,0.061972,0.37648,-0.050554,0.34386,-0.33213,0.34319,-0.084047,0.41741,-0.36214,0.074396,0.076709,0.13441,0.22772,-0.051924,0.43378,0.50717,0.19784,0.44506,0.51441,0.082284,0.65826,-0.10659,0.12676,0.6741,-0.18963,-0.01305,0.28593,-0.15383,0.19897,0.072949,0.099187,-0.31782,0.028463,0.26017,-0.3548,-0.015747,-0.1379,0.32886,0.16101,-0.026849,-0.39671,0.2238,-0.4913,0.079875,0.52066,-0.23645,0.11618,-0.053289,0.015105,0.070716,-0.48164,0.015149,-0.17269,0.26761,0.3211,0.29651,0.10481,-0.32323,0.38053,0.14049,0.23687,-0.11706,-0.026918,-0.010007,-0.48447,0.11139,-0.22969,0.074789,0.21802,-0.19389,0.42612,-0.21567,0.014723,-0.094183,-0.059837,0.068061,0.10589,-0.26495,-0.29066,-0.17116,-0.009167,0.134,-0.019488,-0.077942,0.24933,0.11905,-0.51279,0.11545,-0.054558,0.38753,0.018864,-0.065253,0.11042,-0.080011,-0.14092,0.12817,-0.023539,-0.096071,0.049789,0.14217,-0.14467,-0.028301,0.070536,-0.1067,-0.55277,0.09556,0.051816,-0.0040596,-0.091304,0.123,-0.044027,-0.025249,-0.11848,0.16505,0.085616,-0.24527,0.043109,-0.010734,0.078249,-0.031133,-0.0076513,0.047606,0.12982
